product_id,product_name,category,brand,price,quantity_in_stock,supplier_id,created_date,last_updated,is_active,rating,description
520,BrandB TV 20,Electronics,BrandB,960.41,763,40,2023-01-24 03:00:00,2023-04-01 00:00:00,True,3.3,High quality tv from BrandB in electronics category. Product ID: 520
521,BrandD Bag 21,Sports,BrandD,68.16,791,57,2023-05-27 08:00:00,2023-08-03 18:00:00,True,2.1,High quality bag from BrandD in sports category. Product ID: 521
522,BrandE Textbook 22,Books,BrandE,5.69,211,70,2023-11-15 17:00:00,2024-01-19 20:00:00,False,3.2,High quality textbook from BrandE in books category. Product ID: 522
523,BrandC Equipment 23,Sports,BrandC,176.48,913,44,2023-03-29 02:00:00,2023-05-07 21:00:00,False,1.2,High quality equipment from BrandC in sports category. Product ID: 523
524,BrandH Smartphone 24,Electronics,BrandH,256.56,183,91,2023-01-28 02:00:00,2023-03-23 14:00:00,False,3.5,High quality smartphone from BrandH in electronics category. Product ID: 524
525,BrandF Shirt 25,Sports,BrandF,216.74,581,17,2023-12-10 17:00:00,2023-12-21 07:00:00,True,4.3,High quality shirt from BrandF in sports category. Product ID: 525
526,BrandB Robot 26,Toys,BrandB,100.01,481,30,2023-11-26 22:00:00,2024-03-04 12:00:00,True,1.6,High quality robot from BrandB in toys category. Product ID: 526
527,BrandF Bottle 27,Sports,BrandF,63.17,464,63,2023-12-07 10:00:00,2024-03-16 20:00:00,True,1.3,High quality bottle from BrandF in sports category. Product ID: 527
528,BrandF Socks 28,Clothing,BrandF,143.76,618,74,2023-03-29 09:00:00,2023-07-05 20:00:00,True,3.0,High quality socks from BrandF in clothing category. Product ID: 528
529,BrandB Mirror 29,Automotive,BrandB,286.95,410,76,2023-02-06 09:00:00,2023-04-15 23:00:00,False,2.0,High quality mirror from BrandB in automotive category. Product ID: 529
530,BrandC Rug 30,Home & Garden,BrandC,121.31,441,56,2023-06-24 06:00:00,2023-09-21 00:00:00,False,3.2,High quality rug from BrandC in home & garden category. Product ID: 530
531,BrandC Table 31,Home & Garden,BrandC,224.42,606,77,2023-12-31 18:00:00,2024-03-02 21:00:00,False,2.3,High quality table from BrandC in home & garden category. Product ID: 531
532,BrandH Dress 32,Clothing,BrandH,99.33,701,77,2023-07-27 02:00:00,2023-10-11 05:00:00,False,2.3,High quality dress from BrandH in clothing category. Product ID: 532
533,BrandB Headphones 33,Electronics,BrandB,1643.22,676,20,2023-10-25 20:00:00,2023-10-26 00:00:00,False,3.1,High quality headphones from BrandB in electronics category. Product ID: 533
534,BrandH Filter 34,Automotive,BrandH,118.72,311,56,2023-06-12 09:00:00,2023-08-24 06:00:00,False,5.0,High quality filter from BrandH in automotive category. Product ID: 534
535,BrandG Tablet 35,Electronics,BrandG,1712.39,0,91,2023-02-01 11:00:00,2023-04-12 12:00:00,False,1.4,High quality tablet from BrandG in electronics category. Product ID: 535
536,BrandA Shirt 36,Sports,BrandA,135.2,728,49,2023-10-30 12:00:00,2024-01-18 22:00:00,False,2.5,High quality shirt from BrandA in sports category. Product ID: 536
537,BrandC Rug 37,Home & Garden,BrandC,50.33,157,37,2023-10-12 12:00:00,2023-11-28 01:00:00,True,1.5,High quality rug from BrandC in home & garden category. Product ID: 537
538,BrandA Dress 38,Clothing,BrandA,219.19,86,18,2023-09-07 21:00:00,2023-11-02 01:00:00,False,4.4,High quality dress from BrandA in clothing category. Product ID: 538
539,BrandC Mat 39,Automotive,BrandC,264.52,231,24,2023-10-10 14:00:00,2023-11-29 01:00:00,False,3.4,High quality mat from BrandC in automotive category. Product ID: 539
540,BrandD Ball 40,Toys,BrandD,129.14,38,73,2023-10-07 18:00:00,2023-11-22 19:00:00,False,3.8,High quality ball from BrandD in toys category. Product ID: 540
541,BrandH Jeans 41,Clothing,BrandH,51.21,80,67,2023-09-27 08:00:00,2023-11-26 00:00:00,True,2.0,High quality jeans from BrandH in clothing category. Product ID: 541
542,BrandE T-Shirt 42,Clothing,BrandE,272.04,524,61,2023-10-01 00:00:00,2023-11-30 14:00:00,False,2.7,High quality t-shirt from BrandE in clothing category. Product ID: 542
543,BrandE Shoes 43,Sports,BrandE,20.24,803,73,2023-11-02 23:00:00,2023-12-11 22:00:00,False,1.2,High quality shoes from BrandE in sports category. Product ID: 543
544,BrandC Doll 44,Toys,BrandC,200.33,293,63,2023-05-30 23:00:00,2023-08-17 23:00:00,True,1.5,High quality doll from BrandC in toys category. Product ID: 544
545,BrandE Shoes 45,Clothing,BrandE,48.44,759,15,2023-05-24 08:00:00,2023-06-25 08:00:00,True,4.6,High quality shoes from BrandE in clothing category. Product ID: 545
546,BrandH Mystery 46,Books,BrandH,41.35,185,68,2023-05-14 22:00:00,2023-06-14 13:00:00,True,2.4,High quality mystery from BrandH in books category. Product ID: 546
547,BrandC Dress 47,Clothing,BrandC,252.91,450,93,2023-07-31 12:00:00,2023-08-31 09:00:00,True,1.8,High quality dress from BrandC in clothing category. Product ID: 547
548,BrandA Cream 48,Beauty,BrandA,229.09,408,61,2023-03-01 01:00:00,2023-03-22 15:00:00,False,2.9,High quality cream from BrandA in beauty category. Product ID: 548
549,BrandG Cushion 49,Home & Garden,BrandG,147.63,295,58,2023-03-16 16:00:00,2023-05-10 16:00:00,False,3.7,High quality cushion from BrandG in home & garden category. Product ID: 549
550,BrandB TV 50,Electronics,BrandB,1914.56,343,35,2023-08-10 19:00:00,2023-11-02 03:00:00,False,4.2,High quality tv from BrandB in electronics category. Product ID: 550
551,BrandG Gloves 51,Sports,BrandG,234.21,788,25,2023-05-04 23:00:00,2023-07-30 17:00:00,False,3.7,High quality gloves from BrandG in sports category. Product ID: 551
552,BrandF Novel 52,Books,BrandF,35.28,537,14,2023-02-04 00:00:00,2023-03-28 03:00:00,False,2.4,High quality novel from BrandF in books category. Product ID: 552
553,BrandE Shirt 53,Sports,BrandE,19.87,672,28,2023-11-14 02:00:00,2023-11-21 21:00:00,True,3.8,High quality shirt from BrandE in sports category. Product ID: 553
554,BrandB Dress 54,Clothing,BrandB,119.03,712,24,2023-11-28 18:00:00,2023-12-21 21:00:00,False,2.2,High quality dress from BrandB in clothing category. Product ID: 554
555,BrandH Shoes 55,Clothing,BrandH,233.11,263,21,2023-12-21 21:00:00,2024-03-29 07:00:00,True,2.1,High quality shoes from BrandH in clothing category. Product ID: 555
556,BrandG Speaker 56,Electronics,BrandG,698.68,451,9,2023-01-31 08:00:00,2023-03-05 13:00:00,False,4.9,High quality speaker from BrandG in electronics category. Product ID: 556
557,BrandG Lamp 57,Home & Garden,BrandG,197.19,223,79,2023-02-25 04:00:00,2023-05-05 17:00:00,True,4.7,High quality lamp from BrandG in home & garden category. Product ID: 557
558,BrandB Ball 58,Sports,BrandB,31.15,19,64,2023-10-20 23:00:00,2023-11-22 13:00:00,True,3.6,High quality ball from BrandB in sports category. Product ID: 558
559,BrandA Speaker 59,Electronics,BrandA,569.55,3,66,2023-12-25 10:00:00,2024-02-14 04:00:00,False,2.9,High quality speaker from BrandA in electronics category. Product ID: 559
560,BrandB Filter 60,Automotive,BrandB,21.59,548,46,2023-12-19 15:00:00,2024-01-04 09:00:00,False,3.7,High quality filter from BrandB in automotive category. Product ID: 560
561,BrandA Battery 61,Automotive,BrandA,195.37,663,26,2023-06-24 02:00:00,2023-08-21 11:00:00,True,3.2,High quality battery from BrandA in automotive category. Product ID: 561
562,BrandD Light 62,Automotive,BrandD,354.02,498,11,2023-02-24 20:00:00,2023-05-24 07:00:00,False,3.9,High quality light from BrandD in automotive category. Product ID: 562
563,BrandA Biography 63,Books,BrandA,6.14,64,70,2023-10-31 07:00:00,2024-01-01 19:00:00,False,3.0,High quality biography from BrandA in books category. Product ID: 563
564,BrandA Doll 64,Toys,BrandA,108.39,121,28,2023-06-22 23:00:00,2023-06-28 11:00:00,False,4.8,High quality doll from BrandA in toys category. Product ID: 564
565,BrandD Textbook 65,Books,BrandD,6.66,482,80,2023-03-14 15:00:00,2023-06-05 15:00:00,True,2.0,High quality textbook from BrandD in books category. Product ID: 565
566,BrandA Cookbook 66,Books,BrandA,33.47,174,76,2023-06-07 03:00:00,2023-08-04 22:00:00,True,4.3,High quality cookbook from BrandA in books category. Product ID: 566
567,BrandB Socks 67,Clothing,BrandB,182.54,436,44,2023-11-12 07:00:00,2023-11-20 13:00:00,False,2.3,High quality socks from BrandB in clothing category. Product ID: 567
568,BrandF Biography 68,Books,BrandF,39.39,123,36,2023-10-31 05:00:00,2023-12-12 07:00:00,True,4.0,High quality biography from BrandF in books category. Product ID: 568
569,BrandF Cookbook 69,Books,BrandF,24.74,810,81,2023-10-25 01:00:00,2023-11-11 04:00:00,False,4.1,High quality cookbook from BrandF in books category. Product ID: 569
570,BrandH Laptop 70,Electronics,BrandH,62.38,607,37,2023-04-02 02:00:00,2023-07-01 22:00:00,False,3.8,High quality laptop from BrandH in electronics category. Product ID: 570
571,BrandC Game 71,Toys,BrandC,51.5,244,23,2023-05-19 16:00:00,2023-07-16 05:00:00,True,3.4,High quality game from BrandC in toys category. Product ID: 571
572,BrandB Ball 72,Toys,BrandB,110.88,120,68,2023-01-03 17:00:00,2023-02-02 23:00:00,True,3.5,High quality ball from BrandB in toys category. Product ID: 572
573,BrandH Vase 73,Home & Garden,BrandH,90.16,864,61,2023-04-10 03:00:00,2023-04-30 00:00:00,False,1.7,High quality vase from BrandH in home & garden category. Product ID: 573
574,BrandA TV 74,Electronics,BrandA,605.88,824,98,2023-08-11 08:00:00,2023-09-23 03:00:00,False,1.2,High quality tv from BrandA in electronics category. Product ID: 574
575,BrandC Tablet 75,Electronics,BrandC,1581.71,916,31,2023-09-06 16:00:00,2023-09-20 18:00:00,False,3.4,High quality tablet from BrandC in electronics category. Product ID: 575
576,BrandG Shampoo 76,Beauty,BrandG,226.66,333,30,2023-06-16 07:00:00,2023-09-23 10:00:00,True,1.9,High quality shampoo from BrandG in beauty category. Product ID: 576
577,BrandD Seat Cover 77,Automotive,BrandD,447.86,55,56,2023-02-07 15:00:00,2023-04-23 06:00:00,True,1.9,High quality seat cover from BrandD in automotive category. Product ID: 577
578,BrandC Block 78,Toys,BrandC,118.31,367,35,2023-08-23 23:00:00,2023-09-17 19:00:00,True,2.3,High quality block from BrandC in toys category. Product ID: 578
579,BrandA Camera 79,Electronics,BrandA,316.18,778,44,2023-08-27 14:00:00,2023-10-19 19:00:00,True,4.5,High quality camera from BrandA in electronics category. Product ID: 579
580,BrandC Biography 80,Books,BrandC,8.89,484,60,2023-09-25 15:00:00,2023-10-23 09:00:00,False,1.1,High quality biography from BrandC in books category. Product ID: 580
581,BrandD Filter 81,Automotive,BrandD,177.1,935,74,2023-10-24 07:00:00,2024-01-07 11:00:00,True,2.7,High quality filter from BrandD in automotive category. Product ID: 581
582,BrandA Watch 82,Electronics,BrandA,1480.28,403,62,2023-09-16 01:00:00,2023-11-09 17:00:00,True,2.8,High quality watch from BrandA in electronics category. Product ID: 582
583,BrandB Chair 83,Home & Garden,BrandB,211.02,302,31,2023-07-28 06:00:00,2023-08-13 17:00:00,True,1.1,High quality chair from BrandB in home & garden category. Product ID: 583
584,BrandC Gloves 84,Sports,BrandC,258.8,790,18,2023-10-26 00:00:00,2023-12-23 14:00:00,False,1.7,High quality gloves from BrandC in sports category. Product ID: 584
585,BrandH Lipstick 85,Beauty,BrandH,259.51,543,5,2023-02-06 12:00:00,2023-05-05 22:00:00,False,2.7,High quality lipstick from BrandH in beauty category. Product ID: 585
586,BrandD Racket 86,Sports,BrandD,189.93,968,87,2023-06-21 23:00:00,2023-06-29 15:00:00,False,4.6,High quality racket from BrandD in sports category. Product ID: 586
587,BrandG Hat 87,Clothing,BrandG,144.95,663,72,2023-01-21 11:00:00,2023-03-08 16:00:00,True,3.2,High quality hat from BrandG in clothing category. Product ID: 587
588,BrandC Tool 88,Home & Garden,BrandC,79.2,961,97,2023-02-28 20:00:00,2023-05-01 19:00:00,True,4.0,High quality tool from BrandC in home & garden category. Product ID: 588
589,BrandF Tool 89,Home & Garden,BrandF,270.4,55,9,2023-09-15 21:00:00,2023-11-09 05:00:00,False,2.4,High quality tool from BrandF in home & garden category. Product ID: 589
590,BrandB Robot 90,Toys,BrandB,215.85,635,48,2023-12-14 17:00:00,2024-01-21 07:00:00,True,1.8,High quality robot from BrandB in toys category. Product ID: 590
591,BrandB Car 91,Toys,BrandB,123.3,168,36,2023-04-02 09:00:00,2023-04-11 12:00:00,True,3.8,High quality car from BrandB in toys category. Product ID: 591
592,BrandC Game 92,Toys,BrandC,161.0,992,88,2023-11-18 00:00:00,2023-12-25 13:00:00,True,2.9,High quality game from BrandC in toys category. Product ID: 592
593,BrandH Tire 93,Automotive,BrandH,159.93,660,43,2023-02-02 00:00:00,2023-03-03 16:00:00,False,3.3,High quality tire from BrandH in automotive category. Product ID: 593
594,BrandH Soap 94,Beauty,BrandH,142.82,808,34,2023-10-18 04:00:00,2023-11-26 09:00:00,True,2.9,High quality soap from BrandH in beauty category. Product ID: 594
595,BrandA Shoes 95,Sports,BrandA,112.41,728,69,2023-08-22 05:00:00,2023-11-09 10:00:00,False,1.7,High quality shoes from BrandA in sports category. Product ID: 595
596,BrandC Cookbook 96,Books,BrandC,15.71,451,34,2023-01-22 10:00:00,2023-04-05 14:00:00,False,1.7,High quality cookbook from BrandC in books category. Product ID: 596
597,BrandF TV 97,Electronics,BrandF,338.49,308,16,2023-08-18 17:00:00,2023-09-08 10:00:00,True,2.6,High quality tv from BrandF in electronics category. Product ID: 597
598,BrandC Robot 98,Toys,BrandC,279.07,999,65,2023-03-21 00:00:00,2023-06-23 17:00:00,False,3.6,High quality robot from BrandC in toys category. Product ID: 598
599,BrandH Equipment 99,Sports,BrandH,291.19,746,57,2023-10-21 21:00:00,2023-11-09 15:00:00,False,3.8,High quality equipment from BrandH in sports category. Product ID: 599
600,BrandA Puzzle 0,Toys,BrandA,206.62,632,29,2023-03-01 09:00:00,2023-03-04 21:00:00,False,2.4,High quality puzzle from BrandA in toys category. Product ID: 600
601,BrandA Shampoo 1,Beauty,BrandA,179.2,85,69,2023-04-24 08:00:00,2023-05-19 08:00:00,False,3.7,High quality shampoo from BrandA in beauty category. Product ID: 601
602,BrandG Jacket 2,Clothing,BrandG,152.23,930,86,2023-11-05 19:00:00,2024-01-09 20:00:00,False,2.6,High quality jacket from BrandG in clothing category. Product ID: 602
603,BrandF Seat Cover 3,Automotive,BrandF,198.96,1000,58,2023-05-26 11:00:00,2023-07-09 20:00:00,True,1.9,High quality seat cover from BrandF in automotive category. Product ID: 603
604,BrandG Robot 4,Toys,BrandG,93.7,855,76,2023-08-06 23:00:00,2023-09-29 03:00:00,True,1.6,High quality robot from BrandG in toys category. Product ID: 604
605,BrandH Bag 5,Sports,BrandH,29.17,419,82,2023-10-30 12:00:00,2023-11-10 12:00:00,False,2.7,High quality bag from BrandH in sports category. Product ID: 605
606,BrandC Game 6,Toys,BrandC,63.94,43,39,2023-07-15 09:00:00,2023-09-24 00:00:00,False,3.0,High quality game from BrandC in toys category. Product ID: 606
607,BrandD Doll 7,Toys,BrandD,239.45,854,82,2023-03-20 08:00:00,2023-04-28 04:00:00,False,1.5,High quality doll from BrandD in toys category. Product ID: 607
608,BrandG Shoes 8,Sports,BrandG,152.65,122,98,2023-12-19 20:00:00,2024-01-19 20:00:00,False,3.0,High quality shoes from BrandG in sports category. Product ID: 608
609,BrandF Socks 9,Clothing,BrandF,174.02,997,89,2023-05-13 20:00:00,2023-08-09 11:00:00,True,2.5,High quality socks from BrandF in clothing category. Product ID: 609
610,BrandE Tablet 10,Electronics,BrandE,1184.23,138,46,2023-03-16 10:00:00,2023-05-15 08:00:00,True,1.2,High quality tablet from BrandE in electronics category. Product ID: 610
611,BrandG Mascara 11,Beauty,BrandG,24.13,526,25,2023-05-30 16:00:00,2023-08-19 18:00:00,True,4.1,High quality mascara from BrandG in beauty category. Product ID: 611
612,BrandF Mystery 12,Books,BrandF,42.21,714,89,2023-12-17 09:00:00,2024-01-21 06:00:00,False,1.4,High quality mystery from BrandF in books category. Product ID: 612
613,BrandC Lipstick 13,Beauty,BrandC,49.72,421,44,2023-05-25 11:00:00,2023-09-02 02:00:00,True,1.4,High quality lipstick from BrandC in beauty category. Product ID: 613
614,BrandD Biography 14,Books,BrandD,40.78,866,69,2023-10-14 19:00:00,2024-01-11 11:00:00,True,2.7,High quality biography from BrandD in books category. Product ID: 614
615,BrandB Dress 15,Clothing,BrandB,277.79,371,18,2023-09-03 11:00:00,2023-10-13 09:00:00,False,4.6,High quality dress from BrandB in clothing category. Product ID: 615
616,BrandC Cream 16,Beauty,BrandC,18.34,145,89,2023-03-02 07:00:00,2023-03-19 05:00:00,True,2.2,High quality cream from BrandC in beauty category. Product ID: 616
617,BrandC Table 17,Home & Garden,BrandC,133.19,775,56,2023-02-27 02:00:00,2023-03-01 17:00:00,True,1.8,High quality table from BrandC in home & garden category. Product ID: 617
618,BrandA Watch 18,Electronics,BrandA,281.9,683,2,2023-05-10 01:00:00,2023-05-18 10:00:00,True,4.1,High quality watch from BrandA in electronics category. Product ID: 618
619,BrandD Lamp 19,Home & Garden,BrandD,204.47,964,36,2023-01-15 02:00:00,2023-02-03 01:00:00,False,2.4,High quality lamp from BrandD in home & garden category. Product ID: 619
620,BrandB Table 20,Home & Garden,BrandB,247.68,196,37,2023-01-08 16:00:00,2023-02-05 14:00:00,True,4.6,High quality table from BrandB in home & garden category. Product ID: 620
621,BrandB Headphones 21,Electronics,BrandB,1844.93,603,24,2023-12-29 15:00:00,2024-02-14 13:00:00,False,3.7,High quality headphones from BrandB in electronics category. Product ID: 621
622,BrandC Hat 22,Clothing,BrandC,294.58,417,15,2023-08-06 06:00:00,2023-10-10 13:00:00,False,1.5,High quality hat from BrandC in clothing category. Product ID: 622
623,BrandC Socks 23,Clothing,BrandC,231.06,41,11,2023-12-27 09:00:00,2024-03-08 08:00:00,False,3.0,High quality socks from BrandC in clothing category. Product ID: 623
624,BrandE Mat 24,Automotive,BrandE,308.19,567,53,2023-06-09 21:00:00,2023-08-05 04:00:00,False,4.9,High quality mat from BrandE in automotive category. Product ID: 624
625,BrandD Battery 25,Automotive,BrandD,449.48,13,87,2023-09-01 21:00:00,2023-10-19 02:00:00,False,3.7,High quality battery from BrandD in automotive category. Product ID: 625
626,BrandH Battery 26,Automotive,BrandH,77.22,104,95,2023-07-22 12:00:00,2023-10-19 06:00:00,True,1.3,High quality battery from BrandH in automotive category. Product ID: 626
627,BrandF Vase 27,Home & Garden,BrandF,182.54,742,64,2023-07-26 03:00:00,2023-08-24 16:00:00,False,4.1,High quality vase from BrandF in home & garden category. Product ID: 627
628,BrandG Bag 28,Sports,BrandG,147.99,285,19,2023-11-05 12:00:00,2024-01-07 04:00:00,False,1.4,High quality bag from BrandG in sports category. Product ID: 628
629,BrandH Gloves 29,Sports,BrandH,76.94,54,9,2023-03-10 00:00:00,2023-03-22 23:00:00,False,3.7,High quality gloves from BrandH in sports category. Product ID: 629
630,BrandG Mystery 30,Books,BrandG,11.87,676,97,2023-11-15 19:00:00,2023-11-27 21:00:00,False,4.2,High quality mystery from BrandG in books category. Product ID: 630
631,BrandE Rug 31,Home & Garden,BrandE,152.17,559,3,2023-05-14 17:00:00,2023-06-27 10:00:00,True,5.0,High quality rug from BrandE in home & garden category. Product ID: 631
632,BrandG Socks 32,Clothing,BrandG,101.22,33,23,2023-07-12 14:00:00,2023-09-08 15:00:00,False,4.5,High quality socks from BrandG in clothing category. Product ID: 632
633,BrandH Romance 33,Books,BrandH,11.05,582,87,2023-07-19 15:00:00,2023-10-24 18:00:00,False,3.6,High quality romance from BrandH in books category. Product ID: 633
634,BrandH Puzzle 34,Toys,BrandH,156.94,994,49,2023-07-20 08:00:00,2023-09-22 02:00:00,False,4.1,High quality puzzle from BrandH in toys category. Product ID: 634
635,BrandF Ball 35,Sports,BrandF,18.16,828,95,2023-01-24 04:00:00,2023-03-11 15:00:00,True,4.1,High quality ball from BrandF in sports category. Product ID: 635
636,BrandG Foundation 36,Beauty,BrandG,134.16,677,32,2023-07-02 13:00:00,2023-08-15 14:00:00,True,1.9,High quality foundation from BrandG in beauty category. Product ID: 636
637,BrandB Racket 37,Sports,BrandB,261.99,551,42,2023-02-28 10:00:00,2023-03-21 10:00:00,True,2.8,High quality racket from BrandB in sports category. Product ID: 637
638,BrandG Light 38,Automotive,BrandG,29.79,386,74,2023-08-29 18:00:00,2023-09-01 04:00:00,False,2.3,High quality light from BrandG in automotive category. Product ID: 638
639,BrandH Jeans 39,Clothing,BrandH,210.35,830,98,2023-04-16 10:00:00,2023-06-19 02:00:00,False,1.7,High quality jeans from BrandH in clothing category. Product ID: 639
640,BrandF Bottle 40,Sports,BrandF,68.51,294,34,2023-11-22 02:00:00,2024-01-29 08:00:00,True,2.2,High quality bottle from BrandF in sports category. Product ID: 640
641,BrandD Battery 41,Automotive,BrandD,364.5,279,9,2023-10-24 03:00:00,2024-01-07 13:00:00,False,2.7,High quality battery from BrandD in automotive category. Product ID: 641
642,BrandB Cream 42,Beauty,BrandB,156.35,320,26,2023-06-03 13:00:00,2023-08-27 06:00:00,False,2.6,High quality cream from BrandB in beauty category. Product ID: 642
643,BrandC Doll 43,Toys,BrandC,192.07,218,85,2023-09-22 05:00:00,2023-12-04 20:00:00,False,2.1,High quality doll from BrandC in toys category. Product ID: 643
644,BrandA Filter 44,Automotive,BrandA,194.85,701,98,2023-03-17 07:00:00,2023-04-06 06:00:00,False,4.4,High quality filter from BrandA in automotive category. Product ID: 644
645,BrandF Battery 45,Automotive,BrandF,324.29,164,33,2023-07-31 08:00:00,2023-09-06 04:00:00,True,2.6,High quality battery from BrandF in automotive category. Product ID: 645
646,BrandC Jacket 46,Clothing,BrandC,18.03,446,55,2023-06-08 14:00:00,2023-08-10 07:00:00,True,1.8,High quality jacket from BrandC in clothing category. Product ID: 646
647,BrandC Ball 47,Sports,BrandC,84.94,659,6,2023-05-23 21:00:00,2023-08-02 02:00:00,False,4.1,High quality ball from BrandC in sports category. Product ID: 647
648,BrandB TV 48,Electronics,BrandB,1223.12,673,12,2023-02-02 13:00:00,2023-03-21 10:00:00,False,4.8,High quality tv from BrandB in electronics category. Product ID: 648
649,BrandD Textbook 49,Books,BrandD,30.69,848,75,2023-09-14 03:00:00,2023-11-20 00:00:00,False,3.0,High quality textbook from BrandD in books category. Product ID: 649
650,BrandD Jeans 50,Clothing,BrandD,234.23,399,96,2023-06-10 10:00:00,2023-08-24 09:00:00,True,4.7,High quality jeans from BrandD in clothing category. Product ID: 650
651,BrandC Table 51,Home & Garden,BrandC,60.79,883,76,2023-05-21 14:00:00,2023-07-12 22:00:00,True,3.0,High quality table from BrandC in home & garden category. Product ID: 651
652,BrandB Mascara 52,Beauty,BrandB,168.27,900,19,2023-09-01 21:00:00,2023-10-03 05:00:00,False,2.9,High quality mascara from BrandB in beauty category. Product ID: 652
653,BrandE Lipstick 53,Beauty,BrandE,197.17,818,7,2023-11-07 01:00:00,2024-02-09 22:00:00,True,2.0,High quality lipstick from BrandE in beauty category. Product ID: 653
654,BrandE Mirror 54,Automotive,BrandE,453.52,878,57,2023-12-17 03:00:00,2024-02-23 10:00:00,False,1.0,High quality mirror from BrandE in automotive category. Product ID: 654
655,BrandE Light 55,Automotive,BrandE,63.32,937,57,2023-05-01 09:00:00,2023-05-27 14:00:00,False,4.5,High quality light from BrandE in automotive category. Product ID: 655
656,BrandA Light 56,Automotive,BrandA,435.89,948,43,2023-09-09 15:00:00,2023-12-13 04:00:00,False,4.5,High quality light from BrandA in automotive category. Product ID: 656
657,BrandC Shoes 57,Clothing,BrandC,156.84,832,71,2023-06-30 13:00:00,2023-09-16 12:00:00,False,2.8,High quality shoes from BrandC in clothing category. Product ID: 657
658,BrandA Tablet 58,Electronics,BrandA,1278.8,204,81,2023-11-25 04:00:00,2023-11-25 16:00:00,False,2.3,High quality tablet from BrandA in electronics category. Product ID: 658
659,BrandB Dress 59,Clothing,BrandB,82.39,867,77,2024-01-01 20:00:00,2024-04-08 00:00:00,False,4.2,High quality dress from BrandB in clothing category. Product ID: 659
660,BrandH Soap 60,Beauty,BrandH,263.32,607,42,2023-03-10 08:00:00,2023-04-02 05:00:00,False,1.8,High quality soap from BrandH in beauty category. Product ID: 660
661,BrandF Oil 61,Automotive,BrandF,208.88,970,3,2023-07-13 18:00:00,2023-08-10 18:00:00,True,4.6,High quality oil from BrandF in automotive category. Product ID: 661
662,BrandD Ball 62,Toys,BrandD,213.37,439,77,2023-03-28 01:00:00,2023-05-18 20:00:00,False,1.6,High quality ball from BrandD in toys category. Product ID: 662
663,BrandC Foundation 63,Beauty,BrandC,14.09,847,87,2023-09-27 13:00:00,2024-01-04 03:00:00,False,1.5,High quality foundation from BrandC in beauty category. Product ID: 663
664,BrandD Plant 64,Home & Garden,BrandD,93.51,876,27,2023-09-11 12:00:00,2023-09-28 01:00:00,True,5.0,High quality plant from BrandD in home & garden category. Product ID: 664
665,BrandD Bottle 65,Sports,BrandD,62.31,241,80,2023-03-16 00:00:00,2023-04-22 08:00:00,False,4.6,High quality bottle from BrandD in sports category. Product ID: 665
666,BrandH Foundation 66,Beauty,BrandH,12.99,703,28,2023-03-10 10:00:00,2023-06-06 22:00:00,False,3.8,High quality foundation from BrandH in beauty category. Product ID: 666
667,BrandB Racket 67,Sports,BrandB,171.53,930,46,2023-01-27 10:00:00,2023-02-27 01:00:00,True,1.0,High quality racket from BrandB in sports category. Product ID: 667
668,BrandE Seat Cover 68,Automotive,BrandE,342.21,183,34,2023-03-09 17:00:00,2023-03-15 11:00:00,True,3.0,High quality seat cover from BrandE in automotive category. Product ID: 668
669,BrandH Perfume 69,Beauty,BrandH,36.0,266,15,2023-12-30 16:00:00,2024-02-23 20:00:00,False,1.2,High quality perfume from BrandH in beauty category. Product ID: 669
670,BrandH Science Fiction 70,Books,BrandH,38.65,849,98,2023-08-09 09:00:00,2023-09-12 04:00:00,False,3.1,High quality science fiction from BrandH in books category. Product ID: 670
671,BrandC Mirror 71,Automotive,BrandC,373.7,651,57,2023-09-09 04:00:00,2023-11-20 01:00:00,True,1.8,High quality mirror from BrandC in automotive category. Product ID: 671
672,BrandD Tablet 72,Electronics,BrandD,119.93,446,15,2023-05-14 05:00:00,2023-08-12 19:00:00,False,1.2,High quality tablet from BrandD in electronics category. Product ID: 672
673,BrandH Soap 73,Beauty,BrandH,152.97,208,37,2023-03-17 03:00:00,2023-04-30 05:00:00,True,4.3,High quality soap from BrandH in beauty category. Product ID: 673
674,BrandD Ball 74,Sports,BrandD,162.54,252,99,2023-10-20 05:00:00,2023-12-12 07:00:00,False,3.7,High quality ball from BrandD in sports category. Product ID: 674
675,BrandA Cream 75,Beauty,BrandA,207.58,604,14,2023-12-15 03:00:00,2024-02-03 14:00:00,False,1.6,High quality cream from BrandA in beauty category. Product ID: 675
676,BrandH Socks 76,Clothing,BrandH,141.68,337,6,2023-05-18 19:00:00,2023-08-10 19:00:00,False,2.3,High quality socks from BrandH in clothing category. Product ID: 676
677,BrandD Novel 77,Books,BrandD,41.07,72,71,2023-05-25 10:00:00,2023-06-02 09:00:00,False,1.4,High quality novel from BrandD in books category. Product ID: 677
678,BrandC Shirt 78,Sports,BrandC,289.86,166,50,2023-07-24 02:00:00,2023-07-26 08:00:00,False,2.1,High quality shirt from BrandC in sports category. Product ID: 678
679,BrandB Science Fiction 79,Books,BrandB,27.09,617,17,2023-08-10 23:00:00,2023-09-19 20:00:00,False,3.7,High quality science fiction from BrandB in books category. Product ID: 679
680,BrandD Soap 80,Beauty,BrandD,139.18,614,55,2023-07-18 15:00:00,2023-08-22 09:00:00,True,4.0,High quality soap from BrandD in beauty category. Product ID: 680
